publication,chapter,gram_id,vessel_name,topic_type,sequence,topic_filename,display_text,link_href,glc_path,time_end,freq_end,png_path,file_size,wav_treatment,warnings
progress-test-1,,36,"Rebel One contact bearing 103, codename Tatooine",glc,2,gram_36.dita,Lofar 2,Instructor Progress Test 1 Grams Files/Gram 36/Lofar 2.glc,Instructor Progress Test 1 Grams/Instructor Progress Test 1 Grams Files/Gram 36/Lofar 2.glc,360,100,Instructor Progress Test 1 Grams/Instructor Progress Test 1 Grams Files/Gram 36/Lofar 2.png,166959,,
progress-test-1,,36,"Rebel One contact bearing 103, codename Tatooine",analysis,1,gram_36.dita,,,,,,Instructor Progress Test 1 Grams/Instructor Progress Test 1 Grams Files/Gram 36/Analysis Sheet.docx,1005,,
progress-test-2,,1,"FR Intrepid-class, Category 3, Dank",glc,1,gram_1.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 1/Lofar 1 ABC.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 1/Lofar 1 ABC.glc,180,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 1/Lofar 1 ABC.wav,844,,
progress-test-2,,1,"FR Intrepid-class, Category 3, Dank",glc,2,gram_1.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 1/Lofar 2_a.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 1/Lofar 2_a.glc,180,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 1/Lofar 2_a.wav,844,,
progress-test-2,,1,"FR Intrepid-class, Category 3, Dank",glc,3,gram_1.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 1/Lofar 3.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 1/Lofar 3.glc,300,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 1/Lofar 3.png,166829,,
progress-test-2,,1,"FR Intrepid-class, Category 3, Dank",glc,4,gram_1.dita,Lofar 4,Instructor Progress Test 2 Grams_Updated Files/Gram 1/Lofar 4 I.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 1/Lofar 4 I.glc,300,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 1/Lofar 4 I.png,166985,,
progress-test-2,,1,"FR Intrepid-class, Category 3, Dank",analysis,1,gram_1.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 1/Analysis.png,41011,,
progress-test-2,,2,"FR Venator-class, Category 3, Betazed",glc,1,gram_2.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 2/Lofar 1_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 2/Lofar 1_b.glc,300,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 2/Lofar 1_b.wav,844,,
progress-test-2,,2,"FR Venator-class, Category 3, Betazed",glc,2,gram_2.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 2/Lofar 2 Loop 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 2/Lofar 2 Loop 1.glc,240,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 2/Lofar 2 Loop 1.png,166985,,
progress-test-2,,2,"FR Venator-class, Category 3, Betazed",glc,3,gram_2.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 2/Lofar 3 ABC.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 2/Lofar 3 ABC.glc,180,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 2/Lofar 3 ABC.png,166985,,
progress-test-2,,2,"FR Venator-class, Category 3, Betazed",analysis,1,gram_2.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 2/Analysis Sheet.docx,1001,,
progress-test-2,,3,"Lambda Shuttle contact bearing 096, codename Mustafar",glc,1,gram_3.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 3/Lofar 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 3/Lofar 1.glc,360,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 3/Lofar 1.wav,844,,
progress-test-2,,3,"Lambda Shuttle contact bearing 096, codename Mustafar",analysis,1,gram_3.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 3/Analysis Sheet.docx,1008,,
progress-test-2,,4,"FR Galaxy-class, Category 3, Dank",glc,1,gram_4.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 4/Lofar 1_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 4/Lofar 1_b.glc,300,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 4/Lofar 1_b.wav,844,,
progress-test-2,,4,"FR Galaxy-class, Category 3, Dank",analysis,1,gram_4.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 4/Analysis Sheet.docx,1000,,
progress-test-2,,5,"FR Constitution-class, Category 3, Yavin",glc,1,gram_5.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 5/Lofar 1 ABC.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 5/Lofar 1 ABC.glc,240,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 5/Lofar 1 ABC.png,166829,,
progress-test-2,,5,"FR Constitution-class, Category 3, Yavin",analysis,1,gram_5.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 5/Analysis Sheet.docx,1004,,
progress-test-2,,6,"FR Corellian Corvette, Category 2, Tantive",glc,1,gram_6.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 6/Lofar 1_a.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 6/Lofar 1_a.glc,180,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 6/Lofar 1_a.wav,844,,
progress-test-2,,6,"FR Corellian Corvette, Category 2, Tantive",glc,2,gram_6.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 6/Lofar 2 Loop 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 6/Lofar 2 Loop 1.glc,180,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 6/Lofar 2 Loop 1.png,166985,,
progress-test-2,,6,"FR Corellian Corvette, Category 2, Tantive",glc,3,gram_6.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 6/Lofar 3 Loop 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 6/Lofar 3 Loop 1.glc,180,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 6/Lofar 3 Loop 1.wav,844,,
progress-test-2,,6,"FR Corellian Corvette, Category 2, Tantive",glc,4,gram_6.dita,Lofar 4,Instructor Progress Test 2 Grams_Updated Files/Gram 6/Lofar 4_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 6/Lofar 4_b.glc,180,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 6/Lofar 4_b.png,166985,,
progress-test-2,,6,"FR Corellian Corvette, Category 2, Tantive",analysis,1,gram_6.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 6/Analysis.png,41011,,
progress-test-2,,7,"FR Millennium Falcon, Category 4, Romulus",glc,1,gram_7.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 7/Lofar 1 Loop 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 7/Lofar 1 Loop 2.glc,240,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 7/Lofar 1 Loop 2.png,166985,,
progress-test-2,,7,"FR Millennium Falcon, Category 4, Romulus",glc,2,gram_7.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 7/Lofar 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 7/Lofar 2.glc,271,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 7/Lofar 2.png,166959,,
progress-test-2,,7,"FR Millennium Falcon, Category 4, Romulus",glc,3,gram_7.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 7/Lofar 3_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 7/Lofar 3_b.glc,240,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 7/Lofar 3_b.wav,844,,
progress-test-2,,7,"FR Millennium Falcon, Category 4, Romulus",glc,4,gram_7.dita,Lofar 4,Instructor Progress Test 2 Grams_Updated Files/Gram 7/Lofar 4_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 7/Lofar 4_b.glc,240,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 7/Lofar 4_b.png,166985,,
progress-test-2,,7,"FR Millennium Falcon, Category 4, Romulus",analysis,1,gram_7.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 7/Analysis Sheet.docx,1004,,
progress-test-2,,8,"Nebulon-B contact bearing 297, codename Cardassia",glc,1,gram_8.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 8/Lofar 1_a.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 8/Lofar 1_a.glc,300,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 8/Lofar 1_a.wav,844,,
progress-test-2,,8,"Nebulon-B contact bearing 297, codename Cardassia",glc,2,gram_8.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 8/Lofar 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 8/Lofar 2.glc,300,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 8/Lofar 2.png,166959,,
progress-test-2,,8,"Nebulon-B contact bearing 297, codename Cardassia",glc,3,gram_8.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 8/Lofar 3_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 8/Lofar 3_b.glc,271,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 8/Lofar 3_b.png,166975,,
progress-test-2,,8,"Nebulon-B contact bearing 297, codename Cardassia",analysis,1,gram_8.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 8/Analysis.png,41011,,
progress-test-2,,9,"FR A-wing, Category 1, Romulus",glc,1,gram_9.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 9/Lofar 1 I.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 9/Lofar 1 I.glc,180,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 9/Lofar 1 I.png,166959,,
progress-test-2,,9,"FR A-wing, Category 1, Romulus",glc,2,gram_9.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 9/Lofar 2 Loop 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 9/Lofar 2 Loop 1.glc,360,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 9/Lofar 2 Loop 1.png,166985,,
progress-test-2,,9,"FR A-wing, Category 1, Romulus",glc,3,gram_9.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 9/Lofar 3 Loop 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 9/Lofar 3 Loop 2.glc,271,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 9/Lofar 3 Loop 2.png,166829,,
progress-test-2,,9,"FR A-wing, Category 1, Romulus",analysis,1,gram_9.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 9/Analysis Sheet.docx,996,,
progress-test-2,,10,"FR Tantive IV, Category 4, Gandalf",glc,1,gram_10.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 10/Lofar 1 Loop 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 10/Lofar 1 Loop 1.glc,300,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 10/Lofar 1 Loop 1.png,166975,,
progress-test-2,,10,"FR Tantive IV, Category 4, Gandalf",analysis,1,gram_10.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 10/Analysis.png,41011,,
progress-test-2,,11,"FR Razor Crest, Category 1, Betazed",glc,1,gram_11.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 11/Lofar 1_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 11/Lofar 1_b.glc,180,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 11/Lofar 1_b.wav,844,,
progress-test-2,,11,"FR Razor Crest, Category 1, Betazed",glc,2,gram_11.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 11/Lofar 2 I.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 11/Lofar 2 I.glc,300,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 11/Lofar 2 I.png,166829,,
progress-test-2,,11,"FR Razor Crest, Category 1, Betazed",glc,3,gram_11.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 11/Lofar 3.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 11/Lofar 3.glc,360,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 11/Lofar 3.png,166829,,
progress-test-2,,11,"FR Razor Crest, Category 1, Betazed",analysis,1,gram_11.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 11/Analysis Sheet.docx,1000,,
progress-test-2,,12,"FR Constitution-class, Category 1, Tatooine",glc,1,gram_12.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 12/Lofar 1 Loop 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 12/Lofar 1 Loop 2.glc,271,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 12/Lofar 1 Loop 2.png,166985,,
progress-test-2,,12,"FR Constitution-class, Category 1, Tatooine",glc,2,gram_12.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 12/Lofar 2 ABC.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 12/Lofar 2 ABC.glc,180,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 12/Lofar 2 ABC.png,166975,,
progress-test-2,,12,"FR Constitution-class, Category 1, Tatooine",glc,3,gram_12.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 12/Lofar 3 I.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 12/Lofar 3 I.glc,360,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 12/Lofar 3 I.png,166975,,
progress-test-2,,12,"FR Constitution-class, Category 1, Tatooine",analysis,1,gram_12.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 12/Analysis.png,41011,,
progress-test-2,,13,"FR Reliant, Category 2, Caprica",glc,1,gram_13.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 13/Lofar 1_a.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 13/Lofar 1_a.glc,271,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 13/Lofar 1_a.png,166985,,
progress-test-2,,13,"FR Reliant, Category 2, Caprica",analysis,1,gram_13.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 13/Analysis.png,41011,,
progress-test-2,,14,"FR TIE Fighter, Category 4, Tantive",glc,1,gram_14.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 14/Lofar 1 Loop 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 14/Lofar 1 Loop 1.glc,300,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 14/Lofar 1 Loop 1.png,166975,,
progress-test-2,,14,"FR TIE Fighter, Category 4, Tantive",glc,2,gram_14.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 14/Lofar 2 Loop 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 14/Lofar 2 Loop 1.glc,180,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 14/Lofar 2 Loop 1.png,166985,,
progress-test-2,,14,"FR TIE Fighter, Category 4, Tantive",analysis,1,gram_14.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 14/Analysis Sheet.docx,1001,,
progress-test-2,,15,"FR Prometheus, Category 1, Caprica",glc,1,gram_15.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 15/Lofar 1_a.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 15/Lofar 1_a.glc,271,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 15/Lofar 1_a.png,166985,,
progress-test-2,,15,"FR Prometheus, Category 1, Caprica",glc,2,gram_15.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 15/Lofar 2 ABC.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 15/Lofar 2 ABC.glc,180,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 15/Lofar 2 ABC.wav,844,,
progress-test-2,,15,"FR Prometheus, Category 1, Caprica",glc,3,gram_15.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 15/Lofar 3 Loop 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 15/Lofar 3 Loop 2.glc,271,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 15/Lofar 3 Loop 2.png,166829,,
progress-test-2,,15,"FR Prometheus, Category 1, Caprica",analysis,1,gram_15.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 15/Analysis.png,41011,,
progress-test-2,,16,"FR Intrepid-class, Category 1, Gandalf",glc,1,gram_16.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 16/Lofar 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 16/Lofar 1.glc,240,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 16/Lofar 1.wav,844,,
progress-test-2,,16,"FR Intrepid-class, Category 1, Gandalf",glc,2,gram_16.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 16/Lofar 2 Loop 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 16/Lofar 2 Loop 2.glc,300,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 16/Lofar 2 Loop 2.png,166959,,
progress-test-2,,16,"FR Intrepid-class, Category 1, Gandalf",glc,3,gram_16.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 16/Lofar 3_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 16/Lofar 3_b.glc,240,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 16/Lofar 3_b.png,166975,,
progress-test-2,,16,"FR Intrepid-class, Category 1, Gandalf",glc,4,gram_16.dita,Lofar 4,Instructor Progress Test 2 Grams_Updated Files/Gram 16/Lofar 4 Loop 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 16/Lofar 4 Loop 1.glc,300,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 16/Lofar 4 Loop 1.png,166829,,
progress-test-2,,16,"FR Intrepid-class, Category 1, Gandalf",analysis,1,gram_16.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 16/Analysis.png,41011,,
progress-test-2,,17,"FR Devastator, Category 3, Cardassia",glc,1,gram_17.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 17/Lofar 1 Loop 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 17/Lofar 1 Loop 2.glc,180,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 17/Lofar 1 Loop 2.png,166985,,
progress-test-2,,17,"FR Devastator, Category 3, Cardassia",analysis,1,gram_17.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 17/Analysis Sheet.docx,998,,
progress-test-2,,18,"FR Prometheus, Category 3, Dagobah",glc,1,gram_18.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 18/Lofar 1 Loop 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 18/Lofar 1 Loop 1.glc,300,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 18/Lofar 1 Loop 1.png,166975,,
progress-test-2,,18,"FR Prometheus, Category 3, Dagobah",glc,2,gram_18.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 18/Lofar 2 I.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 18/Lofar 2 I.glc,240,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 18/Lofar 2 I.png,166829,,
progress-test-2,,18,"FR Prometheus, Category 3, Dagobah",glc,3,gram_18.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 18/Lofar 3 ABC.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 18/Lofar 3 ABC.glc,360,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 18/Lofar 3 ABC.png,166985,,
progress-test-2,,18,"FR Prometheus, Category 3, Dagobah",glc,4,gram_18.dita,Lofar 4,Instructor Progress Test 2 Grams_Updated Files/Gram 18/Lofar 4 I.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 18/Lofar 4 I.glc,180,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 18/Lofar 4 I.png,166985,,
progress-test-2,,18,"FR Prometheus, Category 3, Dagobah",analysis,1,gram_18.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 18/Analysis Sheet.docx,1000,,
progress-test-2,,20,"FR Nebulon-B, Category 4, Romulus",glc,1,gram_20.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 20/Lofar 1 Loop 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 20/Lofar 1 Loop 2.glc,271,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 20/Lofar 1 Loop 2.png,166985,,
progress-test-2,,20,"FR Nebulon-B, Category 4, Romulus",glc,2,gram_20.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 20/Lofar 2 Loop 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 20/Lofar 2 Loop 2.glc,240,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 20/Lofar 2 Loop 2.png,166959,,
progress-test-2,,20,"FR Nebulon-B, Category 4, Romulus",analysis,1,gram_20.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 20/Analysis.png,41011,,
progress-test-2,,22,"Nebulon-B contact bearing 283, codename Endor",glc,1,gram_22.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 22/Lofar 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 22/Lofar 1.glc,300,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 22/Lofar 1.png,166985,,
progress-test-2,,22,"Nebulon-B contact bearing 283, codename Endor",glc,2,gram_22.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 22/Lofar 2 ABC.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 22/Lofar 2 ABC.glc,300,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 22/Lofar 2 ABC.png,166975,,
progress-test-2,,22,"Nebulon-B contact bearing 283, codename Endor",glc,3,gram_22.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 22/Lofar 3 I.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 22/Lofar 3 I.glc,360,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 22/Lofar 3 I.png,166975,,
progress-test-2,,22,"Nebulon-B contact bearing 283, codename Endor",analysis,1,gram_22.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 22/Analysis.png,41011,,
